S? TK nh?p_Mã hàng	APP	Gemini	GAP
308315937700_B985-58W1	30	30	0
308316075010_B985-54W1	10	10	0
308316075010_B985-56W1	21	21	0
308316075010_B985-58W1	21	21	0
308316131340_1130449	19	19	0
308316186310_1130417	6	6	0
308316186310_1130434	13	13	0
308316639760_1130417	8	8	0
308316653540_6820746	12	12	0
308316667650_1130417	4	4	0
308316667650_1130434	1	1	0
308316755630_6270302	1	1	0
308316771250_3977177	4	4	0
308316776740_1130434	14	14	0
308316781860_1130417	1	1	0
308316781860_1130434	40	40	0
308316785030_2430467	1	1	0
308316803560_1930423	1	1	0
308316826810_1130434	7	7	0
308316828800_2660709	1	1	0
308316828800_4020709	1	1	0
308316836610_1430494	1	1	0
308316836610_7417006	3	3	0
308316836940_9270605	1	1	0
308316840920_U8283013	12	12	0
308316843130_7417029	4	4	0
308316845600_7417029	5	5	0
308316845600_7417129	6	6	0
308316845600_8470426	1	1	0
308316845600_8470430	2	2	0
308316848250_7417129	10	10	0
308316848620_U8283013	6	6	0
308316854810_6130516	1	1	0
308316854810_8230560	2	2	0
308316889660_7417029	2	2	0
308316890510_4010409	11	11	0
308317034820_4010409	14	14	0
308317651850_2850220	1	1	0
308317897330_B743-197	31	31	0
308318090640_8230546	1	1	0
308318534700_4010409	7	7	0
308318838130_3140235351	1	1	0
308318838130_3140238181	2	2	0
308318838130_3140238281	2	2	0
308318838130_3140323021	1	1	0
308318838130_3140323351	1	1	0
308320559800_7997147	5	5	0
308320559800_7997182	5	5	0
308321104140_6820746	31	31	0
308321163900_2640435	2	2	0
308321205530_1130417	1	1	0
308321223250_2640438	1	1	0
308321223620_2640438	1	1	0
308321685730_A4000598	5	5	0
308321685730_T734-3	1	1	0
308322750540_B480-36	18	18	0
308322750540_B480-46	7	7	0
308322750540_B480-54	2	2	0
308323404450_483076RP	3	3	0
308323404450_483080RP	2	2	0
308323404450_483087RP	1	1	0
308324734600_B771-194	2	2	0
308324785220_R78123	1	1	0
308324836540_B771-97	3	3	0
308325485440_M40641W2	1	1	0
308325485440_M59041W2	1	1	0
308326577700_7997147	1	1	0
308326577700_9530217	5	5	0
308326618410_421648RP	1	1	0
308327608760_5230477188	1	1	0
308327608760_5230477288	1	1	0
308327608760_EB4121-245	1	1	0
308327608760_EB9630-253	1	1	0
308327608760_EB9630-257	1	1	0
308328044160_3140323030	1	1	0
308328067960_5790535	5	5	0
308328190460_1940366	16	16	0
308328190460_5790516	1	1	0
308328190720_1940366	8	8	0
308328191420_1940366	16	16	0
308328502660_1940366	20	20	0
308328620260_1940346	35	35	0
308328620260_1940366	2	2	0
308328620260_1940367	6	6	0
308328708720_1940346	10	10	0
308328708720_1940367	12	12	0
308328708720_1940377	18	18	0
308328708720_6130565	3	3	0
308328755400_1940346	3	3	0
308328755400_1940367	16	16	0
308328755400_1940377	15	15	0
308329232800_1940367	16	16	0
308329271630_1940346	6	6	0
308329271630_1940367	8	8	0
308329291820_8254038	28	28	0
308329352940_1940367	4	4	0
308329352940_1940377	29	29	0
308329352940_8254038	12	12	0
308329597610_8254038	12	12	0
308329652100_9530202	5	5	0
308330146740_8254038	19	19	0
308331250310_8254038	28	28	0
308331515240_8254038	28	28	0
308332380220_1700425	1	1	0
308332395950_8254038	28	28	0
308332433860_4467023	8	8	0
308332452760_A3000003	8	8	0
308332583810_8254038	28	28	0
308332589300_8254038	4	4	0
308332599540_8254038	28	28	0
308332601640_8254055	12	12	0
308332601750_8254055	18	18	0
308332603740_8254055	25	25	0
308332606540_8254055	26	26	0
308332608900_8254038	14	14	0
308332608900_8254055	12	12	0
308332733830_8254055	6	6	0
308332848410_8254038	6	6	0
308333088730_8254055	22	22	0
308333639740_2660709	7	7	0
308333758960_8254055	29	29	0
308333839350_B687-186	6	6	0
308333839350_B687-52S	4	4	0
308333839350_B687-84S	4	4	0
308333866800_B680-52S	1	1	0
308334009930_8254055	4	4	0
308334060550_4467035	6	6	0
308334393310_8254055	12	12	0
308334393310_8254056	4	4	0
308334404400_P108-835	1	1	0
308334404400_P114-820	1	1	0
308334404400_P227-124	12	12	0
308334404400_P227-632	9	9	0
308334528040_P798-835	6	6	0
308334528040_P798-838	5	5	0
308334528960_8254055	9	9	0
308334528960_8254056	15	15	0
308334551400_8254056	4	4	0
308335172740_8254056	28	28	0
308335727620_8254056	16	16	0
308335852810_8254056	14	14	0
308335990560_D634-32	3	3	0
308335991260_B771-58	6	6	0
308335991260_B771-92	25	25	0
308335991260_B771-97	10	10	0
308336091730_D619-48	5	5	0
308336320960_8254056	14	14	0
308336445560_8254056	12	12	0
308336467960_6130577	3	3	0
308336476730_8254056	15	15	0
308336540060_8254056	17	17	0
308336550120_8254056	35	35	0
308336573550_8254056	1	1	0
308336624800_8614021	5	5	0
308336626050_5810346	1	1	0
308336626160_5810346	8	8	0
308336626160_8254021	18	18	0
308336670630_5810346	15	15	0
308336670630_8254021	10	10	0
308336836640_2660709	1	1	0
308337412740_8470426	1	1	0
308337455000_B822-94	2	2	0
308337716910_8254021	19	19	0
308338511260_8254021	10	10	0
308338570060_8254021	10	10	0
308339253740_8254021	20	20	0
308339390350_8254021	20	20	0
308339795320_B743-196	8	8	0
308340282410_8614038	7	7	0
308340372010_B611-182	7	7	0
308340488540_3824035	1	1	0
308340488910_8254021	26	26	0
308340500330_8254021	15	15	0
308340585030_8614038	5	5	0
308340612110_8254021	16	16	0
308340618850_4467021	3	3	0
308340618850_8254021	8	8	0
308340622020_8254021	8	8	0
308340624820_U5953015	1	1	0
308340624820_U5953018	1	1	0
308340626110_3200635	7	7	0
308340626330_8470426	1	1	0
308340626330_8470430	1	1	0
308340627620_3200635	2	2	0
308341146760_8254021	2	2	0
308341150740_6130546	11	11	0
308341896020_B743-54S	11	11	0
308342452520_B944-57	12	12	0
308342452520_B948-54	2	2	0
308342452520_B948-57	2	2	0
308342456240_R58656	1	1	0
308342634850_T351-13	3	3	0
308343688940_3200638	1	1	0
308343959400_W796-68	3	3	0
308344869950_8254021	10	10	0
308344875000_8254021	10	10	0
308345304100_8254021	10	10	0
308345448410_2579977	2	2	0
308345448410_6130516	2	2	0
308345487020_8254021	10	10	0
308345788720_B735-46	1	1	0
308345925700_8254021	3	3	0
308346037330_D571-124	64	64	0
308346037330_D571-13	16	16	0
308346401550_P310-050	12	12	0
308347217750_R79750	4	4	0
308347217750_R79753	4	4	0
308347428450_T686-7	5	5	0
308347428450_T686-9	6	6	0
308347559830_B857-92	2	2	0
308347570000_B771-58	12	12	0
308347570000_B771-81	13	13	0
308347570000_B771-82	11	11	0
308347570000_B771-92	60	60	0
308347570000_B771-94	5	5	0
308347570000_B857-58W1	1	1	0
308347706940_B833-57W1	26	26	0
308347706940_B833-58W1	21	21	0
308347706940_B833-97W1	20	20	0
308347788730_B611-181	1	1	0
308348378830_EB2270-182	1	1	0
308348378830_EB9630-287	1	1	0
308348378830_EB9630-52	2	2	0
308348378830_W287-68	14	14	0
308349130520_7997047	6	6	0
308349130520_7997082	5	5	0
308349208000_2430539	1	1	0
308349286510_4820214	1	1	0
308349286510_8254021	5	5	0
308349286950_8254021	3	3	0
308349287760_7997082	1	1	0
308349287800_4820214	1	1	0
308349288240_U4383298	4	4	0
308349376700_9250423	2	2	0
308349600700_2430539	1	1	0
308349916030_B735-76	2	2	0
308349916030_B735-78	3	3	0
308349916030_B974-74	5	5	0
308349916030_B974-77	7	7	0
308349997230_EB1865-113	4	4	0
308349997230_EB3392-113	1	1	0
308349997230_EB3660-113	1	1	0
308349997230_EB3660-291	2	2	0
308349997230_EB9630-231	4	4	0
308349997230_EB9630-292	2	2	0
308349997230_EB9630-89	4	4	0
308349997230_EW0267-124	9	9	0
308349997230_EW0267-268	3	3	0
308349997230_EW0331-124	1	1	0
308349997230_M20341W2	1	1	0
308349997230_M30441W2	12	12	0
308349997230_M33041W2	11	11	0
308350300810_A4000598	4	4	0
308350300810_B5168-46	7	7	0
308350532250_D592-00	7	7	0
308350532250_D592-124	38	38	0
308350532250_D592-32	4	4	0
308350532250_D592-35	1	1	0
308350572520_D736-124	26	26	0
308350915630_T247-13	8	8	0
308351803600_6310139	1	1	0
308353132310_P798-601A	49	49	0
308353132310_P798-602A	22	22	0
308353132310_P798-625	18	18	0
308353400040_5950423	1	1	0
308353832530_A4000703	1	1	0
308353832530_B777-157	5	5	0
308353832530_B777-54S	4	4	0
308353832530_B985-46	4	4	0
308353971350_B633-95	3	3	0
308353990360_B985-31	8	8	0
308353990360_B985-36	4	4	0
308353990360_B985-93	8	8	0
308354378750_W5743-20	2	2	0
308354387630_5950423	1	1	0
308354536620_B735-91	4	4	0
308359211440_B733-95	7	7	0
308359894640_U4383287	1	1	0
308360150510_B611-182	2	2	0
308360175230_B611-92	2	2	0
308360189230_B794-94	1	1	0
308360523940_1960446	4	4	0
308360523940_3977155	12	12	0
308360523940_3977156	4	4	0
308360613100_B5702-81	2	2	0
308360613100_B5702-97	2	2	0
308360613100_U4383287	2	2	0
308360626840_U4383287	1	1	0
308360727200_3977156	5	5	0
308360790900_U4383274	4	4	0
308360792740_2920335	1	1	0
308360795320_2710418	1	1	0
308360795320_U1143188	1	1	0
308361231900_D634-124	2	2	0
308361652120_3020423	1	1	0
308361872950_2920335	3	3	0
308362260860_U1143088	6	6	0
308362624530_3020423	1	1	0
308362713100_B742-91	30	30	0
308362876860_D622-35	1	1	0
308363196800_B742-46	4	4	0
308363220930_B821-36	1	1	0
308363220930_B821-58	1	1	0
308363220930_B821-91	2	2	0
308363263960_D824-50B	8	8	0
308363473150_W781-68	11	11	0
308364977710_3977156	5	5	0
308365064360_U1143094	8	8	0
308365064360_U1143194	1	1	0
308365849540_D841-01	12	12	0
308365878940_D310-15	8	8	0
308365942310_B100-13W1	1	1	0
308366423650_2770555	2	2	0
308366597840_B742-94	2	2	0
308366679410_B584-94	2	2	0
308367148260_U1300158	1	1	0
308367864620_B771-36	1	1	0
308367882010_B771-81	2	2	0
308367882010_B771-82	3	3	0
308368010220_B743-56W1	1	1	0
308368964320_B823-36	1	1	0
308368964320_B856-95	1	1	0
308369395410_3320198	2	2	0
308369615650_3320198	1	1	0
308369625010_2050216	1	1	0
308369625010_5790516	3	3	0
308369631900_9400235	1	1	0
308370474660_4260518	11	11	0
308370474660_4260535	1	1	0
308370474660_4260538	1	1	0
308370474660_4260711	5	5	0
308370474660_4260720	11	11	0
308370721100_100-18	6	6	0
308370721100_A4000557	10	10	0
308371188810_B743-194	3	3	0
308371188810_B743-26	6	6	0
308371188810_B743-94	2	2	0
308371194960_M20411US	1	1	0
308371194960_M20511US	1	1	0
308371859040_T175-4	22	22	0
308371859040_T175-9	69	69	0
308372348010_3824055	6	6	0
308373130610_B611-99	2	2	0
308373374100_B181-54	4	4	0
308373374100_B2617-156	4	4	0
308373374100_B2617-36	2	2	0
308373374100_B2617-46W1	1	1	0
308373374100_B2617-58	4	4	0
308373374100_EB1865-113	1	1	0
308373374100_EB1865-156	1	1	0
308373374100_EW0267-124	4	4	0
308373374100_EW0331-124	4	4	0
308373374100_M14131W2	1	1	0
308373374100_M14231W2	1	1	0
308373374100_M14331W2	1	1	0
308373374100_M30231W2	1	1	0
308373374100_M30431W2	1	1	0
308373374100_M33031W2	1	1	0
308373374100_M33131W2	1	1	0
308373501500_B480-174S	2	2	0
308373501500_B480-31	4	4	0
308374152350_3824056	6	6	0
308374240810_3320187	1	1	0
308374272860_9454038	20	20	0
308374349750_7997047	4	4	0
308374349750_7997082	5	5	0
308374363750_2050203	1	1	0
308374368320_3824038	2	2	0
308374421850_2770567	2	2	0
308374455710_7260008	1	1	0
308374496530_T247-13	9	9	0
308374496530_T466-9	1	1	0
308374559860_5650638	2	2	0
308375508620_U1090013263	1	1	0
308375537761_31184	1	1	0
308375537761_32222	1	1	0
308375537761_32262	1	1	0
308375537761_32296	1	1	0
308375599361_P604-701	2	2	0
308375599361_P604-838	5	5	0
308375684540_2430567	2	2	0
308375684540_U4383274	1	1	0
308375684540_U4383287	3	3	0
308375684540_U5953015	2	2	0
308375684540_U5953018	2	2	0
308375885920_D984-01	6	6	0
308375887760_2030516	2	2	0
308375911930_D974-224	12	12	0
308376520230_2430567	1	1	0
308377140100_3100567	1	1	0
308377140100_7260066	2	2	0
308377140100_7997082	1	1	0
308377248600_U4383274	2	2	0
308377733440_8310663	2	2	0
308379208120_3824038	4	4	0
308379332460_B849-54S	1	1	0
308379401910_30382RP	1	1	0
308379401910_30651RP	6	6	0
308379438310_2430516	3	3	0
308380874820_D596-32	7	7	0
308380879500_D592-35	2	2	0
308380947030_D642-324	2	2	0
308380968950_B733-78	2	2	0
308381252010_8400225	1	1	0
308381770450_T854-3	63	63	0
308381770450_T854-9	7	7	0
308382377720_3377135	5	5	0
308382377720_3377138	5	5	0
308382411320_5490817	1	1	0
308382414230_5490817	4	4	0
308382432100_8400225	1	1	0
308382613140_9220621	1	1	0
308383674820_T468-00	4	4	0
308384455540_2780148	1	1	0
308384455540_2780149	1	1	0
308384522300_B833-36	2	2	0
308384766120_P798-701	17	17	0
308384766120_P798-821	32	32	0
308384766120_P798-835	16	16	0
308384766120_P798-838	18	18	0
308385418410_D619-01	26	26	0
308385418410_D619-48	6	6	0
308385418410_D634-124	6	6	0
308385418410_D634-32	3	3	0
308385460960_B689-94	4	4	0
308386257450_3377120	5	5	0
308386371110_3377114	3	3	0
308386590320_3100516	1	1	0
308386598240_5560339	2	2	0
308386611650_5490848	3	3	0
308386611650_8721439	1	1	0
308386619500_7790146	30	30	0
308386916410_7790146	9	9	0
308387762340_B787-57	4	4	0
308387762340_B944-57	1	1	0
308387762340_B948-54	3	3	0
308387762340_B948-57	3	3	0
308387762340_D622-01	28	28	0
308387990800_B680-186	2	2	0
308387990800_B685-186	4	4	0
308387990800_B687-186	1	1	0
308387990800_B687-54S	2	2	0
308387990800_B687-94	1	1	0
308387990800_B687-99	4	4	0
308387990800_B821-46	1	1	0
308387990800_B974-94S	7	7	0
308389250430_B615-82W1	3	3	0
308389303410_1810220	1	1	0
308389303410_3100517	1	1	0
308389303410_7260034	3	3	0
308390350130_5490834	3	3	0
308390398430_6780823	1	1	0
308390398430_7637038	1	1	0
308390429230_3010338	2	2	0
308390429230_7260017	2	2	0
308390858810_4060520	4	4	0
308391077910_A3000241	38	38	0
308391647120_B743-84	8	8	0
308391647120_B743-87	12	12	0
308391647120_B743-97W1	8	8	0
308391647120_B743-99W1	2	2	0
308391730530_D571-124	66	66	0
308391730530_D571-13	3	3	0
308391826650_B743-54S	3	3	0
308391826650_B743-57	2	2	0
308391826650_B743-78W1	2	2	0
308391909360_R79752	4	4	0
308391909360_R80009	4	4	0
308392061300_5650623	2	2	0
308392061300_6780838	1	1	0
308392132220_B777-36	4	4	0
308392132220_B777-54	5	5	0
308392132220_B777-56	4	4	0
308392132220_B777-94	1	1	0
308392132220_B777-96	3	3	0
308392132220_B777-97	2	2	0
308392459450_5650635	2	2	0
308392730940_9200635	1	1	0
308393480640_B822-22	11	11	0
308393961650_B697-176W1	14	14	0
308394086400_D771-45	4	4	0
308394245740_U1330057	9	9	0
308394259040_8400225	1	1	0
308394328560_9200638	1	1	0
308394329150_5490848	1	1	0
308394330920_2430438	3	3	0
308394331400_8721317	1	1	0
308394331730_7610646	1	1	0
308394333020_2430438	1	1	0
308394336150_2420325	1	1	0
308394533220_3200538	1	1	0
308394533220_3300338	1	1	0
308394533220_4280496	1	1	0
308394533220_U1330118	2	2	0
308394581040_8400325	1	1	0
308395094510_D841-45	1	1	0
308395138940_3200535	1	1	0
308395244200_P572-706	1	1	0
308395591140_T5829-2	5	5	0
308395916530_1964046	2	2	0
308395955250_R81887	4	4	0
308396281710_D596-09	4	4	0
308396310520_D589-01	6	6	0
308396638560_D735-76	4	4	0
308396860460_B974-74	4	4	0
308396860460_B974-77	4	4	0
308396860460_B974-95	8	8	0
308396932600_2170620	2	2	0
308396949400_B100-13W1	2	2	0
308397413020_T729-2	2	2	0
308397687200_2540423	1	1	0
308397932750_U1330115	1	1	0
308398440510_1130421	3	3	0
308398440510_9250423	2	2	0
308398463720_U1350113	7	7	0
308398468140_2050203	1	1	0
308398468140_2050216	1	1	0
308398470350_4280499	1	1	0
308398627850_3120123	7	7	0
308399096300_D388-423	2	2	0
308399212460_B181-57	4	4	0
308399323540_6560425	1	1	0
308399425150_3370644030	2	2	0
308399425150_B181-54	2	2	0
308399425150_B2617-31W1	1	1	0
308399425150_B2617-36	2	2	0
308399425150_EB1811-291	9	9	0
308399425150_EW0267-124	13	13	0
308399425150_EW0267-268	15	15	0
308399425150_EW0331-268	3	3	0
308399425150_EW0446-124	6	6	0
308399425150_EW0446-268	10	10	0
308399425150_M20341W2	1	1	0
308399425150_M41241US	2	2	0
308399425150_M44001	2	2	0
308400118630_U1330113	2	2	0
308400173710_3120135	1	1	0
308401076710_U1330057	1	1	0
308401078920_8310677	4	4	0
308401091520_7790146	9	9	0
308401094910_U1350113	1	1	0
308401094910_U1350213	2	2	0
308401101430_7790146	11	11	0
308401103640_1964008	1	1	0
308401141110_U1330077	7	7	0
308401148810_U1330077	3	3	0
308401152050_7790108	2	2	0
308401201420_7790108	10	10	0
308401205510_U1350213	2	2	0
308401214020_7790108	20	20	0
308401232440_7790108	10	10	0
308401295330_7790108	2	2	0
308401295330_7790146	29	29	0
308401297540_2430439	1	1	0
308401297540_3990498	1	1	0
308401297540_4060538	1	1	0
308401297540_5560339	3	3	0
308401297540_5590239	1	1	0
308401297540_7790108	5	5	0
308401297540_9510439	1	1	0
308401308960_7790146	41	41	0
308401310400_7790146	37	37	0
308401311800_7790146	48	48	0
308401312240_2140698	1	1	0
308401313200_7790146	6	6	0
308401315520_U1330058	10	10	0
308401316110_7790146	24	24	0
308401317030_7790108	1	1	0
308401317510_7790146	35	35	0
308401699820_B615-92W9	3	3	0
308401829910_7790146	11	11	0
308402102100_B633-36	9	9	0
308402263100_B735-91	2	2	0
308402303440_B823-36	3	3	0
308402303440_B823-82	8	8	0
308402318950_D984-01A	6	6	0
308402426530_B777-56S	1	1	0
308402426530_B777-58	4	4	0
308402426530_B777-97	2	2	0
308402543060_B777-36	6	6	0
308403301860_7790108	2	2	0
308403301860_7790146	11	11	0
308403358340_U1300157	13	13	0
308403428340_B824-54	2	2	0
308403428340_B824-57	2	2	0
308403449820_B824-94	1	1	0
308403793520_B733-31	5	5	0
308403793520_B733-58	18	18	0
308403793520_B733-76	36	36	0
308403851950_B733-54	14	14	0
308403878550_B615-82W1	2	2	0
308404156450_B779-97W1	7	7	0
308404785750_U1330046	7	7	0
308404871740_5410216	2	2	0
308404997850_T411-40	2	2	0
308404997850_T796-7	9	9	0
308405178340_U1330046	2	2	0
308405399760_D589-01	6	6	0
308405399760_D589-35	2	2	0
308405399760_D592-32	1	1	0
308405399760_D594-32	6	6	0
308405428240_5490817	1	1	0
308405428240_7790108	1	1	0
308405428240_7800108	1	1	0
308405445850_3977117	2	2	0
308405450900_3100566	1	1	0
308405450900_7790146	26	26	0
308405451710_7790146	37	37	0
308405451710_9250414	2	2	0
308405452630_7790146	27	27	0
308405561720_3824023	2	2	0
308405561720_7790146	38	38	0
308405778940_7790146	9	9	0
308406384550_B680-58W1	2	2	0
308406384550_B680-97W1	4	4	0
308406895110_7790146	6	6	0
308407077440_3824023	1	1	0
308407347530_D619-01	4	4	0
308407347530_D619-48	1	1	0
308407646060_B742-46	58	58	0
308407677820_B742-53	1	1	0
308407946950_6907020	18	18	0
308407946950_6907120	22	22	0
308408231040_D824-01	6	6	0
308408232550_7430561	27	27	0
308408295920_P108-820	3	3	0
308408295920_P114-820	24	24	0
308408295920_P587-898	2	2	0
308408306750_U1330031	10	10	0
308408474900_P465-625	19	19	0
308408474900_P465-820	8	8	0
308408474900_P587-701	3	3	0
308408474900_P587-703	1	1	0
308408474900_P587-838	2	2	0
308408474900_P798-701	16	16	0
308408474900_P798-814	23	23	0
308408474900_P798-821	21	21	0
308408474900_P798-835	13	13	0
308409000820_3824038	7	7	0
308409188900_6907035	19	19	0
308409188900_6907135	21	21	0
308409297030_6907135	15	15	0
308409305430_5650614	2	2	0
308409314310_5490834	2	2	0
308409314310_6907038	4	4	0
308409333650_3824023	1	1	0
308409333650_3824035	2	2	0
308409333650_6907035	8	8	0
308409333650_6907038	3	3	0
308409333650_6907120	6	6	0
308409339250_6907038	21	21	0
308409339250_6907138	3	3	0
308409374250_6907038	3	3	0
308409374250_6907135	2	2	0
308409374250_6907138	19	19	0
308409381140_6907138	19	19	0
308409386300_4060520	4	4	0
308409386300_6907138	4	4	0
308409425130_1350312	1	1	0
308410034720_6907120	2	2	0
308410034720_6907135	2	2	0
308410721750_B742-36	80	80	0
308411112020_B742-78W1	6	6	0
308411148860_B742-92	168	168	0
308411662440_B687-54S	1	1	0
308411662440_B687-84	1	1	0
308411662440_B687-87	3	3	0
308411764860_B680-56W1	6	6	0
308411764860_B687-46	4	4	0
308411979650_A3000668	6	6	0
308411979650_A3000709	69	69	0
308411979650_A3000710	1	1	0
308411979650_A3000757	21	21	0
308412261860_3990488	5	5	0
308413195550_4060520	2	2	0
308413195550_U1330046	1	1	0
308413320740_3740688	4	4	0
308413320740_8310690	6	6	0
308413322510_5410234	2	2	0
308413325860_8310663	3	3	0
308413805950_U1330062	10	10	0
308413805950_U4380974	1	1	0
308414094720_6810516	2	2	0
308414094720_6810545	3	3	0
308414094720_6850417	5	5	0
308414094720_6850445	1	1	0
308414160150_B974-74	6	6	0
308414160150_B974-77	3	3	0
308414530230_B742-92	110	110	0
308414530230_B742-94	1	1	0
308414530230_B742-95	1	1	0
308414530230_B949-93	10	10	0
308414631140_U1250058	19	19	0
308414631140_U1250062	24	24	0
308414631140_U1250077	3	3	0
308414650410_B680-56W1	1	1	0
308414650410_B687-36	16	16	0
308414659510_B949-93	31	31	0
308414689830_B687-31	17	17	0
308414696350_B742-92	5	5	0
308414696350_B916-56	33	33	0
308414696350_B916-58	7	7	0
308414696350_B916-94	10	10	0
308414696350_B916-97	76	76	0
308414696350_B949-36	21	21	0
308414696350_B949-93	5	5	0
308414729950_B949-36	57	57	0
308414729950_B949-46	30	30	0
308414729950_B949-56S	3	3	0
308414729950_B949-93	3	3	0
308415274810_B944-36	2	2	0
308415274810_B944-93W9	18	18	0
308415274810_B954-97W1	2	2	0
308415450031_B743-196	20	20	0
308415450031_B743-21	2	2	0
308415450031_B743-58	19	19	0
308415450031_B743-60	3	3	0
308415450031_B743-74	2	2	0
308415450031_B743-76	10	10	0
308415450031_B743-77	4	4	0
308415450031_B743-78	5	5	0
308415450031_B743-78W1	6	6	0
308415450031_B743-80	4	4	0
308415450031_B743-84	12	12	0
308415450031_B743-95	1	1	0
308415450031_B743-96	6	6	0
308415450031_B743-97W1	8	8	0
308415450031_B743-98	6	6	0
308415450031_B743-99	7	7	0
308415450031_B743-99W1	4	4	0
308416177440_B771-197	16	16	0
308416177440_B771-82	4	4	0
308416226550_B689-36	9	9	0
308416261700_B689-92	8	8	0
308416300530_B689-46	6	6	0
308416300530_B771-58	7	7	0
308416420010_U1320087	2	2	0
