ITNBR,HOUSE,MOHTQ,WHSLC,ITCLS,QTSYR,B2Z95S,ITDSC,TIHIUNLD,PICKPUT,ITMCLSID,UNITSWIDE,UNITLAYERS,UNITSDEEP,SCOOPQTY,SKIDSIZE,QTYCR,NBSEAT,CRTWIN,CRTLIN,CRTHIN,PRDWIN,PRDHIN,PRDLIN,ITMWEGHT,ITNBR2,OPEN_PO,SCOOP_Weight(KG),WEIGHT_RANGE,PALLETS,Unit_Weight(KG),UNIT_WEIGHT_RANGE,FWP,PRDWIN2,PRDHIN2,PRDLIN2,Unnamed: 36,Unnamed: 37
D781-35,335,34,FA00,ZBDF,6,22.1,RECT DINING ROOM EXT TABLE,NO,PALLT,PAL5H,1,7,1,7,3,0,0.0,49.38,93.75,8.25,108.13,30.25,46.13,266.0,D781-35,0,844.588304,T. 1800-1900,5.0,120.655472,N. 120-130,A3010NF1,2.7465019999999996,0.76835,1.171702,,
D781-50,335,8,FA00,ZBDF,0,19.52,ROUND DINING ROOM TABLE,NO,PALLT,PAL5H,1,8,1,8,3,0,0.0,63.0,63.0,8.5,60.0,30.13,60.0,171.0,D781-50,6,620.513856,O. 1300-1400,1.0,77.564232,H. 70-80,0x2a,1.524,0.7653019999999999,1.524,,
D781-60,335,20,FA00,ZBDF,3,13.78,DINING ROOM SERVER,NO,PALLT,FLOOROP,1,2,3,6,3,0,0.0,22.5,59.63,17.75,19.0,34.25,56.13,124.0,D781-60,0,337.472448,H. 700-800,3.0,56.245408,F. 50-60,0x2a,0.4826,0.86995,1.425702,,
D841-01,335,64,FA00,ZSDF,16,4.57,DINING UPH SIDE CHAIR (2/CN),NO,PALLT,PAL5H,2,2,2,12,1,2,0.0,25.0,28.75,22.0,23.25,37.0,20.5,22.5,D841-01,69,122.46984,C. 200-300,5.0,10.20582,B. 10-20,A3012FC1,0.59055,0.9398,0.5206999999999999,,
D841-02A,335,40,FA00,ZSDF,6,4.51,DINING UPH ARM CHAIR (2/CN),NO,PALLT,PAL5H,2,3,1,12,1,2,0.0,38.63,22.13,18.25,22.38,35.13,22.13,30.0,D841-02A,36,163.29312,D. 300-400,3.0,13.60776,B. 10-20,A3013HN1,0.568452,0.892302,0.562102,,
D841-45,335,17,FA00,ZSDF,2,17.22,RECTANGULAR DINING ROOM TABLE,NO,PALLT,PAL5H,1,7,1,7,3,0,0.0,48.63,83.0,7.38,78.0,29.75,44.0,181.0,D841-45,19,574.701064,N. 1200-1300,2.0,82.100152,I. 80-90,A3013CV1,1.9811999999999999,0.7556499999999999,1.1176,,
D841-60,335,16,FA00,ZSDF,3,21.39,DINING ROOM SERVER,NO,PALLT,FLOOROP,1,2,3,6,3,0,0.0,21.38,59.13,29.25,18.0,38.25,56.0,164.0,D841-60,21,446.334528,K. 900-1000,3.0,74.389088,H. 70-80,0x2a,0.4572,0.9715499999999999,1.4223999999999999,,
D844-01,335,0,FA00,ZEDF,0,3.54,DINING ROOM SIDE CHAIR (2/CN),NO,PALLT,PAL5H,0,0,0,0,1,2,0.0,12.38,43.0,23.0,20.63,40.25,19.25,26.0,D844-01,186,0.0,A. 0-100,,11.793392,B. 10-20,0x2a,0.524002,1.0223499999999999,0.48895,,
D844-08,335,0,FA00,ZEDF,0,11.33,DOUBLE DINING CHAIR (1/CN),NO,PALLT,PAL5H,0,0,0,0,1,0,0.0,44.0,55.63,8.0,20.38,40.5,52.88,59.0,D844-08,35,0.0,A. 0-100,,26.761928,C. 20-30,0x2a,0.517652,1.0287,1.343152,,
D844-25,335,0,FA00,ZEDF,0,18.71,RECTANGULAR DINING ROOM TABLE,NO,PALLT,PAL3H,0,0,0,0,5,0,0.0,45.75,89.75,7.88,42.0,30.88,85.88,207.0,D844-25,29,0.0,A. 0-100,,93.893544,K. 90-100,0x2a,1.0668,0.7843519999999999,2.181352,,
D922-01,335,40,FA00,ZNDF,0,7.67,DINING UPH SIDE CHAIR (2/CN),NO,PALLT,PAL5H,2,3,1,12,1,2,0.0,24.75,29.13,36.75,26.0,42.0,21.5,29.7,D922-01,136,161.6601888,D. 300-400,3.0,13.4716824,B. 10-20,A3020JA1,0.6604,1.0668,0.5461,,
D922-45B,335,6,FA00,ZNDF,0,15.49,RECT DRM EXTENSION TABLE BASE,NO,PALLT,PAL5H,2,2,1,4,1,0,0.0,24.13,54.13,20.5,20.75,25.13,20.75,99.0,D922-45B,8,179.622432,D. 300-400,2.0,44.905608,E. 40-50,A3014JP1,0.52705,0.6383019999999999,0.52705,,
D922-45T,335,6,FA00,ZNDF,0,21.57,RECT DRM EXTENSION TABLE TOP,NO,PALLT,PAL5H,1,5,1,5,3,0,0.0,47.75,75.25,10.38,108.0,2.13,43.88,238.0,D922-45T,9,539.77448,M. 1100-1200,1.0,107.954896,L. 100-110,A3012HL1,2.7432,0.054102,1.114552,,
D922-50B,335,2,FA00,ZNDF,0,8.88,ROUND DRM PEDESTAL TABLE BASE,NO,PALLT,PAL5H,2,2,2,6,1,0,0.0,24.63,29.5,21.13,20.75,25.13,20.75,60.0,D922-50B,16,163.29312,D. 300-400,1.0,27.21552,C. 20-30,A3013DK1,0.52705,0.6383019999999999,0.52705,,
D922-50T,335,2,FA00,ZNDF,0,16.14,ROUND DRM PEDESTAL TABLE TOP,NO,PALLT,PAL5H,1,7,1,7,3,0,0.0,63.13,63.13,7.0,60.0,2.13,60.0,166.0,D922-50T,16,527.073904,M. 1100-1200,1.0,75.296272,H. 70-80,A3011KY1,1.524,0.054102,1.524,,
D922-60,335,6,FA00,ZNDF,0,32.88,DINING ROOM SERVER,NO,PALLT,FLOOR,1,2,3,6,3,0,0.0,22.13,68.25,37.63,18.0,38.5,64.5,203.0,D922-60,3,552.475056,N. 1200-1300,1.0,92.079176,K. 90-100,0x2a,0.4572,0.9779,1.6382999999999999,,
4860135021,335,0,FA00,UIRP,0,0.06,SEAT DECK AND FRONT BAND,NO,PALLT,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.87,4860135021,0,0.0,A. 0-100,,0.39462504,A. 0-10,0x2a,0.0,0.0,0.0,,
A3000006RP,335,0,S01ST1,UIRP,0,0.0,REPLACEMENT PART KIT,NO,PALLT,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,A3000006RP,0,0.0,A. 0-100,,0.0,A. 0-10,0x2a,0.0,0.0,0.0,,
D5170-01,335,38,FA00,ZBDF,50,3.45,DINING UPH SIDE CHAIR (2/CN),NO,PALLT,PAL5H,3,4,1,22,1,2,0.0,20.47,40.55,14.37,23.25,38.75,18.5,23.14,D5170-01,12,230.91461536,F. 500-600,2.0,10.49611888,B. 10-20,0x2a,0.59055,0.98425,0.4699,,
D5170-25,335,6,FA00,ZBDF,6,15.52,RECTANGULAR DINING ROOM TABLE,NO,PALLT,PAL5H,1,9,1,9,3,0,0.0,44.29,85.43,7.09,41.25,30.0,83.0,116.84,D5170-25,94,476.97920352,L. 1000-1100,1.0,52.99768928,F. 50-60,A3011HC1,1.04775,0.762,2.1082,,
D5170-60,335,3,FA00,ZBDF,3,39.06,DINING ROOM SERVER,NO,PALLT,FLOOROP,2,2,2,8,3,0,0.0,22.44,77.17,38.98,20.0,35.5,75.0,196.21,D5170-60,24,711.99429056,Q. 1500-1600,1.0,88.99928632,I. 80-90,0x2a,0.508,0.9017,1.905,,
T5170-3,335,11,FA00,ZVTC,0,9.14,RECTANGULAR END TABLE,NO,PALLT,PAL5H,2,2,2,8,1,0,0.0,23.23,25.59,26.57,22.0,22.75,20.0,62.04,T5170-3,0,225.12678144,E. 400-500,1.0,28.14084768,C. 20-30,0x2a,0.5588,0.57785,0.508,,
2340203237,335,0,FA00,UDRP,0,0.0,TOP SMALL OTTTOMAN,NO,PALLT,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2340203237,0,0.0,A. 0-100,,0.0,A. 0-10,0x2a,0.0,0.0,0.0,,
334H035RP,335,0,S01ST1,UIRP,0,0.0,REPLACEMENT PART KIT,NO,PALLT,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,334H035RP,0,0.0,A. 0-100,,0.0,A. 0-10,0x2a,0.0,0.0,0.0,,
30695RP,335,0,FA00,RPMT,0,0.221,NEW STAINLESS STL CUPHLDER D85,NO,PALLT,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,30695RP,0,0.0,A. 0-100,,0.226796,A. 0-10,0x2a,0.0,0.0,0.0,,
387H135RP,335,0,S01ST1,UIRP,0,0.0,REPLACEMENT PART KIT,NO,PALLT,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,387H135RP,0,0.0,A. 0-100,,0.0,A. 0-10,0x2a,0.0,0.0,0.0,,
B647-131,335,52,FA00,ZSBM,27,37.55,DRESSER,YES,PALLT,FLOOR,1,2,3,6,3,0,0.0,22.5,68.25,42.25,19.25,39.5,64.88,250.0,B647-131,56,680.388,Q. 1500-1600,9.0,113.398,M. 110-120,0x2a,0.48895,1.0032999999999999,1.6479519999999999,,
B650-178,335,1,FA00,ZSBM,0,13.17,KING/CAL KING UPH HEADBOARD,NO,PALLT,PAL5H,1,10,1,10,3,0,0.0,68.0,78.75,4.25,10.25,70.63,83.5,75.0,B650-178,0,340.194,H. 700-800,1.0,34.0194,D. 30-40,0x2a,0.26034999999999997,1.7940019999999999,2.1209,,
B680-31,335,0,FA00,ZEBR,0,29.84,DRESSER,NO,PALLT,FLOOR,1,2,3,6,3,0,0.0,20.5,65.75,38.25,17.13,36.25,62.13,214.0,B680-31,45,582.412128,N. 1200-1300,1.0,97.068688,K. 90-100,0x2a,0.43510199999999993,0.92075,1.578102,,
B680-36,335,0,FA00,ZEBR,0,4.39,BEDROOM MIRROR,NO,PALLT,PAL3H,1,10,1,10,4,0,0.0,42.5,43.25,4.13,1.5,38.0,38.0,43.0,B680-36,44,195.04456,E. 400-500,1.0,19.504456,B. 10-20,A3017QT1,0.038099999999999995,0.9652,0.9652,,
B680-46,335,0,FA00,ZEBR,0,25.24,FIVE DRAWER CHEST,NO,PALLT,FLOOROP,1,2,3,6,5,0,0.0,21.25,39.75,51.63,17.0,50.0,36.0,190.0,B680-46,21,517.09488,M. 1100-1200,1.0,86.18248,I. 80-90,0x2a,0.43179999999999996,1.27,0.9144,,
387H138RP,335,0,S01ST1,UIRP,0,0.0,REPLACEMENT PART KIT,NO,PALLT,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,387H138RP,0,0.0,A. 0-100,,0.0,A. 0-10,0x2a,0.0,0.0,0.0,,
4990514RP,335,0,S01ST1,UIRP,0,0.0,REPLACEMENT PART KIT,NO,PALLT,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4990514RP,0,0.0,A. 0-100,,0.0,A. 0-10,0x2a,0.0,0.0,0.0,,
2430213RP,335,0,S01ST1,UIRP,0,0.0,REPLACEMENT PART KIT,NO,PALLT,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2430213RP,0,0.0,A. 0-100,,0.0,A. 0-10,0x2a,0.0,0.0,0.0,,
B777-96,335,2,FA00,ZSBM,1,2.36,QUEEN PANEL RAILS,NO,PALLT,RAILS,6,5,1,30,3,0,0.0,10.0,88.25,4.63,82.0,13.5,63.0,40.0,B777-96,3,544.3104,N. 1200-1300,1.0,18.14368,B. 10-20,0x2a,2.0827999999999998,0.3429,1.6001999999999998,,
B777-97,335,30,FA00,ZSBM,0,2.37,KING PANEL RAILS,NO,PALLT,RAILS,5,4,1,20,3,0,0.0,10.0,88.5,4.63,82.0,13.5,79.0,45.0,B777-97,11,408.2328,K. 900-1000,2.0,20.41164,C. 20-30,0x2a,2.0827999999999998,0.3429,2.0065999999999997,,
750H218RP,335,0,S01ST1,UIRP,0,0.0,REPLACEMENT PART KIT,NO,PALLT,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,750H218RP,0,0.0,A. 0-100,,0.0,A. 0-10,0x2a,0.0,0.0,0.0,,
B718-96,335,1,FA00,ZEBR,0,3.02,QUEEN PANEL RAILS,NO,PALLT,RAILS,5,5,1,25,3,0,0.0,11.5,86.5,5.25,80.5,14.75,63.0,48.502,B718-96,3,550.0029796,N. 1200-1300,1.0,22.000119184,C. 20-30,0x2a,2.0446999999999997,0.37465,1.6001999999999998,,
70112S1,335,0,S01ST1,UIRP,0,0.483,DNU 151 T716 OTTO FRT/BK RL,NO,PALLT,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.509,70112S1,0,0.0,A. 0-100,,2.045246328,A. 0-10,0x2a,0.0,0.0,0.0,,
3520225RP,335,0,S01ST1,UIRP,0,0.0,REPLACEMENT PART KIT,NO,PALLT,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3520225RP,0,0.0,A. 0-100,,0.0,A. 0-10,0x2a,0.0,0.0,0.0,,
5810038230C,335,0,S01ST1,UIRP,0,0.241,RIGHT CUSHION,NO,PALLT,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.46,5810038230C,0,0.0,A. 0-100,,0.66224432,A. 0-10,0x2a,0.0,0.0,0.0,,
D394-00,335,18,FA00,ZEDF,4,3.45,STORAGE BENCH,NO,PALLT,PAL5H,3,8,1,24,1,0,0.0,18.0,51.0,6.5,15.0,18.5,48.0,42.0,D394-00,23,457.220736,L. 1000-1100,1.0,19.050864,B. 10-20,A3016MK1,0.381,0.4699,1.2191999999999998,,
D394-01,335,230,FA00,ZEDF,58,2.46,DINING UPH SIDE CHAIR (2/CN),NO,PALLT,PAL5H,3,6,1,36,1,2,0.0,41.0,19.75,10.5,21.5,38.63,17.75,20.5,D394-01,175,334.750896,H. 700-800,6.0,9.298636,A. 0-10,A3012JR1,0.5461,0.981202,0.45085,,
D394-024,335,124,FA00,ZEDF,20,1.29,UPHOLSTERED STOOL (2/CN),NO,PALLT,PAL5H,3,7,2,56,1,2,0.0,19.13,29.0,8.0,16.25,24.0,21.25,15.0,D394-024,96,381.01728,I. 800-900,2.0,6.80388,A. 0-10,A3011GK1,0.41275,0.6095999999999999,0.53975,,
D394-113,335,71,FA00,ZEDF,32,8.14,RECT DRM COUNTER TBL SET(3/CN),NO,PALLT,PAL3H,1,6,1,6,4,0,0.0,40.0,33.5,10.5,30.0,36.0,36.0,106.0,D394-113,117,288.484512,G. 600-700,12.0,48.080752,E. 40-50,A3017MZ1,0.762,0.9144,0.9144,,
750H220RP,335,0,S01ST1,UIRP,0,0.0,REPLACEMENT PART KIT,NO,PALLT,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,750H220RP,0,0.0,A. 0-100,,0.0,A. 0-10,0x2a,0.0,0.0,0.0,,
D394-25,335,41,FA00,ZEDF,14,10.74,RECT DRM TABLE W/STORAGE,NO,PALLT,PAL3H,1,8,1,8,5,0,0.0,39.0,68.0,7.0,66.0,30.25,36.0,141.0,D394-25,29,511.651776,M. 1100-1200,5.0,63.956472,G. 60-70,A3011KL1,1.6764,0.76835,0.9144,,
T869-2,335,1,FA00,ZEOT,0,5.57,SQUARE END TABLE,NO,PALLT,PAL5H,2,4,2,16,1,0,0.0,26.5,25.5,14.25,22.25,25.13,22.13,58.0,T869-2,0,420.933376,K. 900-1000,1.0,26.308336,C. 20-30,0x2a,0.5651499999999999,0.6383019999999999,0.562102,,
T869-9,335,2,FA00,ZEOT,0,14.18,LIFT TOP COCKTAIL TABLE,NO,PALLT,PAL3H,1,4,1,4,4,0,0.0,34.25,53.0,13.5,30.0,20.13,50.0,140.0,T869-9,0,254.01152,F. 500-600,1.0,63.50288,G. 60-70,0x2a,0.762,0.5113019999999999,1.27,,
T916-1,335,35,FA00,ZVTC,73,9.18,RECTANGULAR COCKTAIL TABLE,NO,PALLT,PAL5H,2,5,1,10,1,0,0.0,28.13,51.88,10.88,23.75,17.0,47.5,81.0,T916-1,29,367.40952,I. 800-900,4.0,36.740952,D. 30-40,0x2a,0.60325,0.43179999999999996,1.2065,,
T916-2,335,20,FA00,ZVTC,100,5.13,SQUARE END TABLE,NO,PALLT,PAL5H,2,3,2,12,1,0,0.0,22.5,22.5,17.5,18.0,23.63,18.0,47.0,T916-2,20,255.825888,F. 500-600,2.0,21.318824,C. 20-30,0x2a,0.4572,0.6002019999999999,0.4572,,
750H235RP,335,0,S01ST1,UIRP,0,0.0,REPLACEMENT PART KIT,NO,PALLT,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,750H235RP,0,0.0,A. 0-100,,0.0,A. 0-10,0x2a,0.0,0.0,0.0,,
750H238RP,335,0,S01ST1,UIRP,0,0.0,REPLACEMENT PART KIT,NO,PALLT,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,750H238RP,0,0.0,A. 0-100,,0.0,A. 0-10,0x2a,0.0,0.0,0.0,,
70114S1,335,0,S01ST1,UIRP,0,0.055,DNU 151 T716 OTTO SIDE RL,NO,PALLT,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.744,70114S1,0,0.0,A. 0-100,,0.337472448,A. 0-10,0x2a,0.0,0.0,0.0,,
750H318RP,335,0,S01ST1,UIRP,0,0.0,REPLACEMENT PART KIT,NO,PALLT,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,750H318RP,0,0.0,A. 0-100,,0.0,A. 0-10,0x2a,0.0,0.0,0.0,,
750H320RP,335,0,S01ST1,UIRP,0,0.0,REPLACEMENT PART KIT,NO,PALLT,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,750H320RP,0,0.0,A. 0-100,,0.0,A. 0-10,0x2a,0.0,0.0,0.0,,
750H335RP,335,0,S01ST1,UIRP,0,0.0,REPLACEMENT PART KIT,NO,PALLT,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,750H335RP,0,0.0,A. 0-100,,0.0,A. 0-10,0x2a,0.0,0.0,0.0,,
9770435RP,335,0,S01ST1,UIRP,0,0.0,REPLACEMENT PART KIT,NO,PALLT,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9770435RP,0,0.0,A. 0-100,,0.0,A. 0-10,0x2a,0.0,0.0,0.0,,
750H338RP,335,0,S01ST1,UIRP,0,0.0,REPLACEMENT PART KIT,NO,PALLT,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,750H338RP,0,0.0,A. 0-100,,0.0,A. 0-10,0x2a,0.0,0.0,0.0,,
750H418RP,335,0,S01ST1,UIRP,0,0.0,REPLACEMENT PART KIT,NO,PALLT,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,750H418RP,0,0.0,A. 0-100,,0.0,A. 0-10,0x2a,0.0,0.0,0.0,,
750H420RP,335,0,S01ST1,UIRP,0,0.0,REPLACEMENT PART KIT,NO,PALLT,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,750H420RP,0,0.0,A. 0-100,,0.0,A. 0-10,0x2a,0.0,0.0,0.0,,
9200198RP,335,0,S01ST1,UIRP,0,0.0,REPLACEMENT PART KIT,NO,PALLT,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9200198RP,0,0.0,A. 0-100,,0.0,A. 0-10,0x2a,0.0,0.0,0.0,,
9200298RP,335,0,S01ST1,UIRP,0,0.0,REPLACEMENT PART KIT,NO,PALLT,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9200298RP,0,0.0,A. 0-100,,0.0,A. 0-10,0x2a,0.0,0.0,0.0,,
9200398RP,335,0,S01ST1,UIRP,0,0.0,REPLACEMENT PART KIT,NO,PALLT,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9200398RP,0,0.0,A. 0-100,,0.0,A. 0-10,0x2a,0.0,0.0,0.0,,
9230198RP,335,0,S01ST1,UIRP,0,0.0,REPLACEMENT PART KIT,NO,PALLT,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9230198RP,0,0.0,A. 0-100,,0.0,A. 0-10,0x2a,0.0,0.0,0.0,,
9500098RP,335,0,S01ST1,UIRP,0,0.0,REPLACEMENT PART KIT,NO,PALLT,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9500098RP,0,0.0,A. 0-100,,0.0,A. 0-10,0x2a,0.0,0.0,0.0,,
9520198RP,335,0,S01ST1,UIRP,0,0.0,REPLACEMENT PART KIT,NO,PALLT,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9520198RP,0,0.0,A. 0-100,,0.0,A. 0-10,0x2a,0.0,0.0,0.0,,
9520298RP,335,0,S01ST1,UIRP,0,0.0,REPLACEMENT PART KIT,NO,PALLT,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9520298RP,0,0.0,A. 0-100,,0.0,A. 0-10,0x2a,0.0,0.0,0.0,,
9820098RP,335,0,S01ST1,UIRP,0,0.0,REPLACEMENT PART KIT,NO,PALLT,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9820098RP,0,0.0,A. 0-100,,0.0,A. 0-10,0x2a,0.0,0.0,0.0,,
U7190098RP,335,0,S01ST1,UIRP,0,0.0,REPLACEMENT PART KIT,NO,PALLT,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,U7190098RP,0,0.0,A. 0-100,,0.0,A. 0-10,0x2a,0.0,0.0,0.0,,
U7430298RP,335,0,S01ST1,UIRP,0,0.0,REPLACEMENT PART KIT,NO,PALLT,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,U7430298RP,0,0.0,A. 0-100,,0.0,A. 0-10,0x2a,0.0,0.0,0.0,,
4420025RP,335,0,S01ST1,UIRP,0,0.0,REPLACEMENT PART KIT,NO,PALLT,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4420025RP,0,0.0,A. 0-100,,0.0,A. 0-10,0x2a,0.0,0.0,0.0,,
6990525RP,335,0,S01ST1,UIRP,0,0.0,REPLACEMENT PART KIT,NO,PALLT,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6990525RP,0,0.0,A. 0-100,,0.0,A. 0-10,0x2a,0.0,0.0,0.0,,
T5169-2,335,2,FA00,ZVTC,0,3.21,SQUARE END TABLE,NO,PALLT,PAL5H,2,5,2,20,1,0,0.0,22.83,22.83,25.12,19.7,22.0,19.7,46.2,T5169-2,0,419.119008,K. 900-1000,1.0,20.9559504,C. 20-30,0x2a,0.5003799999999999,0.5588,0.5003799999999999,,
W5168-20,335,55,FA00,ZECD,39,21.58,LARGE TV STAND,NO,PALLT,PAL3H,2,2,1,4,5,0,0.0,21.0,74.0,24.0,18.0,22.0,70.0,154.32,W5168-20,68,279.99326976,G. 600-700,14.0,69.99831744,G. 60-70,A3012FJ1,0.4572,0.5588,1.778,,
7100525RP,335,0,S01ST1,UIRP,0,0.0,REPLACEMENT PART KIT,NO,PALLT,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7100525RP,0,0.0,A. 0-100,,0.0,A. 0-10,0x2a,0.0,0.0,0.0,,
4540187RP,335,0,S01ST1,UIRP,0,0.0,REPLACEMENT PART KIT,NO,PALLT,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4540187RP,0,0.0,A. 0-100,,0.0,A. 0-10,0x2a,0.0,0.0,0.0,,
B841-46,335,0,FA00,ZSBM,0,37.33,FIVE DRAWER CHEST,NO,PALLT,,0,0,0,0,0,0,0.0,23.88,45.5,59.38,20.13,57.5,42.13,241.0,B841-46,0,0.0,A. 0-100,,109.315672,L. 100-110,0x2a,0.5113019999999999,1.4605,1.070102,,
B841-54,335,0,FA00,ZSBM,0,11.5,QUEEN PANEL FOOTBOARD W/RAILS,NO,PALLT,,0,0,0,0,0,0,0.0,28.25,85.25,8.25,84.5,23.25,64.5,126.0,B841-54,0,0.0,A. 0-100,,57.152592,F. 50-60,0x2a,2.1463,0.59055,1.6382999999999999,,
B841-56,335,0,FA00,ZSBM,0,10.73,KING PANEL FOOTBOARD W/RAILS,NO,PALLT,,0,0,0,0,0,0,0.0,23.25,86.25,9.25,84.5,23.25,80.5,143.0,B841-56,0,0.0,A. 0-100,,64.863656,G. 60-70,0x2a,2.1463,0.59055,2.0446999999999997,,
B841-57,335,0,FA00,ZSBM,0,13.13,QUEEN PANEL HEADBOARD,NO,PALLT,PAL5H,0,0,0,0,3,0,0.0,46.75,68.13,7.13,4.0,63.38,64.88,123.0,B841-57,10,0.0,A. 0-100,,55.791816,F. 50-60,0x2a,0.1016,1.609852,1.6479519999999999,,
B841-58,335,0,FA00,ZSBM,0,16.42,KING/CAL KING PANEL HEADBOARD,NO,PALLT,,0,0,0,0,0,0,0.0,47.0,84.75,7.13,4.0,63.38,81.0,144.0,B841-58,0,0.0,A. 0-100,,65.317248,G. 60-70,0x2a,0.1016,1.609852,2.0574,,
B841-92,335,0,FA00,ZSBM,0,11.51,TWO DRAWER NIGHT STAND,NO,PALLT,PAL5H,2,2,2,6,1,0,0.0,21.25,31.88,29.38,18.25,26.75,29.0,101.0,B841-92,5,274.876752,G. 600-700,1.0,45.812792,E. 40-50,0x2a,0.46354999999999996,0.67945,0.7365999999999999,,
B841-94,335,0,FA00,ZSBM,0,12.7,CK PANEL FOOTBOARD W/RAILS,NO,PALLT,,0,0,0,0,0,0,0.0,26.0,90.0,9.38,88.5,23.25,80.5,152.0,B841-94,4,0.0,A. 0-100,,68.945984,G. 60-70,0x2a,2.2479,0.59055,2.0446999999999997,,
B947-31,335,0,FA00,ZSBM,0,49.29,DRESSER,NO,PALLT,FLOOR,1,2,3,6,3,0,0.0,24.02,73.82,48.03,21.0,42.5,70.0,248.6,B947-31,19,676.5778272,P. 1400-1500,1.0,112.7629712,M. 110-120,0x2a,0.5334,1.0795,1.778,,
B947-36,335,0,FA00,ZSBM,0,11.84,BEDROOM MIRROR,NO,PALLT,PAL3H,1,10,1,10,4,0,0.0,46.85,61.61,7.09,4.5,42.75,55.5,70.4,B947-36,18,319.328768,H. 700-800,1.0,31.9328768,D. 30-40,A3013HU1,0.1143,1.08585,1.4097,,
B947-46,335,0,FA00,ZSBM,0,37.74,FIVE DRAWER CHEST,NO,PALLT,FLOOROP,1,2,3,6,3,0,0.0,24.02,45.67,59.45,21.0,54.0,42.0,199.7,B947-46,9,543.4939344,M. 1100-1200,1.0,90.5823224,K. 90-100,0x2a,0.5334,1.3716,1.0668,,
B947-54,335,0,FA00,ZSBM,0,11.29,QUEEN UPH PANEL FTBD W/SLATS,NO,PALLT,PAL5H,0,0,0,0,3,0,0.0,36.61,73.23,7.28,5.5,32.5,68.75,112.2,B947-54,4,0.0,A. 0-100,,50.8930224,F. 50-60,A3012FF1,0.1397,0.8255,1.7462499999999999,,
B947-56,335,0,FA00,ZSBM,0,13.69,K/CK UPH PANEL FTBD W/SLATS,NO,PALLT,PAL5H,0,0,0,0,3,0,0.0,36.61,88.78,7.28,5.5,32.5,84.75,156.2,B947-56,16,0.0,A. 0-100,,70.8510704,H. 70-80,A3011HW1,0.1397,0.8255,2.15265,,
